sample_15000ms,sample_15500ms,sample_16000ms,sample_16500ms,sample_17000ms,sample_17500ms,sample_18000ms,sample_18500ms,sample_19000ms,sample_19500ms,sample_20000ms,sample_20500ms,sample_21000ms,sample_21500ms,sample_22000ms,sample_22500ms,sample_23000ms,sample_23500ms,sample_24000ms,sample_24500ms,sample_25000ms,sample_25500ms,sample_26000ms,sample_26500ms,sample_27000ms,sample_27500ms,sample_28000ms,sample_28500ms,sample_29000ms,sample_29500ms,sample_30000ms,sample_30500ms,sample_31000ms,sample_31500ms,sample_32000ms,sample_32500ms,sample_33000ms,sample_33500ms,sample_34000ms,sample_34500ms,sample_35000ms,sample_35500ms,sample_36000ms,sample_36500ms,sample_37000ms,sample_37500ms,sample_38000ms,sample_38500ms,sample_39000ms,sample_39500ms,sample_40000ms,sample_40500ms,sample_41000ms,sample_41500ms,sample_42000ms,sample_42500ms,sample_43000ms,sample_43500ms,sample_44000ms,sample_44500ms
-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.58478,-0.59839,-0.65
-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913,-0.93913
-0.10652,-0.11087,-0.11171,-0.11589,-0.11957,-0.12023,-0.12459,-0.1333,-0.13764,-0.1413,-0.1413,-0.1413,-0.1413,-0.1413,-0.15,-0.15435,-0.15435,-0.15435,-0.15435,-0.155,-0.15998,-0.17174,-0.17241,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609,-0.17609
-0.41572,-0.42174,-0.42174,-0.42174,-0.42174,-0.42174,-0.42174,-0.42174,-0.42174,-0.42174,-0.42174,-0.42174,-0.42174,-0.42174,-0.42174,-0.42174,-0.42174,-0.42174,-0.42174,-0.42174,-0.42619,-0.43546,-0.43913,-0.43737,-0.43044,-0.42108,-0.40545,-0.4,-0.39168,-0.38261,-0.38261,-0.38009,-0.36854,-0.36134,-0.35849,-0.35652,-0.35652,-0.35652,-0.35652,-0.35652,-0.35652,-0.35652,-0.35652,-0.35652,-0.35652,-0.35652,-0.35299,-0.34348,-0.33913,-0.33913,-0.33913,-0.33913,-0.33913,-0.33913,-0.33913,-0.33913,-0.33913,-0.33913,-0.33913,-0.33913
-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.40653,-0.39783,-0.39783,-0.39783,-0.39783,-0.39783,-0.39783,-0.39783,-0.39783,-0.39783,-0.39783,-0.39783,-0.39783,-0.39783,-0.39783,-0.39783,-0.39783,-0.39783,-0.39783,-0.39783,-0.39783,-0.39783,-0.39783,-0.39783,-0.39783
-0.19348,-0.19348,-0.18913,-0.18913,-0.18913,-0.18913,-0.18913,-0.18913,-0.18913,-0.18913,-0.18913,-0.18913,-0.18913,-0.18913,-0.18913,-0.18913,-0.18913,-0.18913,-0.18913,-0.18913,-0.18913,-0.18913,-0.18913,-0.18913,-0.18913,-0.18913,-0.18913,-0.18913,-0.18805,-0.18478,-0.18478,-0.18478,-0.18478,-0.18478,-0.18478,-0.18478,-0.18478,-0.18478,-0.18478,-0.18478,-0.18478,-0.18478,-0.18478,-0.18478,-0.18478,-0.18478,-0.18478,-0.18478,-0.18337,-0.16558,-0.1422,-0.1413,-0.1413,-0.1413,-0.1506,-0.1587,-0.16569,-0.16909,-0.17174,-0.17174
-0.82391,-0.82391,-0.80685,-0.78873,-0.66449,-0.61297,-0.61087,-0.60445,-0.59261,-0.56662,-0.51957,-0.47521,-0.44414,-0.4413,-0.43696,-0.43696,-0.43696,-0.43696,-0.43149,-0.41957,-0.36428,-0.35435,-0.35435,-0.35435,-0.35435,-0.32393,-0.30217,-0.30217,-0.23381,-0.20652,-0.079005,-0.071739,-0.071739,-0.071739,-0.062956,-0.01087,-0.01087,-0.028279,-0.083524,-0.16257,-0.17609,-0.18044,-0.20282,-0.24565,-0.26265,-0.28913,-0.293,-0.31022,-0.31956,-0.32391,-0.32391,-0.32391,-0.32391,-0.32391,-0.34382,-0.53085,-0.56104,-0.58478,-0.58478,-0.58478
-0.21522,-0.21522,-0.21522,-0.21522,-0.21522,-0.21522,-0.21522,-0.21522,-0.21522,-0.21522,-0.21522,-0.21522,-0.21522,-0.21522,-0.21522,-0.21522,-0.21522,-0.21522,-0.21522,-0.21522,-0.21522,-0.21522,-0.21522,-0.21557,-0.24529,-0.26669,-0.28827,-0.29348,-0.29783,-0.29348,-0.31902,-0.35435,-0.34212,-0.3413,-0.33328,-0.32826,-0.33211,-0.34031,-0.3413,-0.3413,-0.3413,-0.3413,-0.3413,-0.3413,-0.34881,-0.37113,-0.37174,-0.38323,-0.38913,-0.38913,-0.38561,-0.38044,-0.39537,-0.39783,-0.41522,-0.41522,-0.41087,-0.44895,-0.4587,-0.46648
-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348,-0.94348
0.35217,0.35217,0.35217,0.35217,0.35217,0.35217,0.36359,0.3687,0.36956,0.36956,0.36956,0.36956,0.36956,0.36956,0.36956,0.36956,0.36956,0.36956,0.36956,0.36956,0.36956,0.37894,0.42545,0.45526,0.48869,0.5087,0.5087,0.5087,0.50569,0.4398,0.42014,0.41739,0.40156,0.35217,0.35217,0.35217,0.35217,0.35217,0.35217,0.35217,0.35217,0.39188,0.33904,0.16504,0.1087,0.13058,0.16081,0.18469,0.2106,0.24926,0.27552,0.29762,0.30197,0.3087,0.31494,0.32793,0.33222,0.33478,0.28725,0.21834
