sample_15000ms,sample_15500ms,sample_16000ms,sample_16500ms,sample_17000ms,sample_17500ms,sample_18000ms,sample_18500ms,sample_19000ms,sample_19500ms,sample_20000ms,sample_20500ms,sample_21000ms,sample_21500ms,sample_22000ms,sample_22500ms,sample_23000ms,sample_23500ms,sample_24000ms,sample_24500ms,sample_25000ms,sample_25500ms,sample_26000ms,sample_26500ms,sample_27000ms,sample_27500ms,sample_28000ms,sample_28500ms,sample_29000ms,sample_29500ms,sample_30000ms,sample_30500ms,sample_31000ms,sample_31500ms,sample_32000ms,sample_32500ms,sample_33000ms,sample_33500ms,sample_34000ms,sample_34500ms,sample_35000ms,sample_35500ms,sample_36000ms,sample_36500ms,sample_37000ms,sample_37500ms,sample_38000ms,sample_38500ms,sample_39000ms,sample_39500ms,sample_40000ms,sample_40500ms,sample_41000ms,sample_41500ms,sample_42000ms,sample_42500ms,sample_43000ms,sample_43500ms,sample_44000ms,sample_44500ms
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.52391,0.51509,0.50859,0.51522,0.51522,0.51522,0.51522,0.51522,0.52456,0.53261,0.53261,0.53261,0.53261,0.53411,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696
0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.48044,0.44522,0.40987,0.40652,0.40652,0.4013,0.41087,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522
-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,0.018057,0.019565,0.019565,0.015217,0.015217,0.015217,0.015217,0.015217,0.015217,0.015217,0.015217,0.015217,0.015217,0.015217,0.015217,0.015217,0.015217,0.015217,0.015217,0.015217,0.015217,0.015217,0.015217,0.0446,0.072654,0.076087,0.076087,0.076087,0.076087,0.076087,0.076087,0.076087,0.076087
0.058696,0.058696,0.058696,0.058696,0.058696,0.058696,0.09803,0.21,0.12048,0.027462,-0.022138,-0.028261,-0.05,-0.05126,-0.064407,-0.08913,-0.084783,-0.080435,-0.080435,-0.080435,-0.080435,-0.080435,-0.081291,-0.078894,-0.05257,-0.027613,-0.01087,-0.01087,-0.01087,-0.01087,-0.01087,-0.01087,0.002174,0.002174,0.002174,0.015217,0.015217,0.015217,0.015217,0.015217,0.015217,0.01004,0.002174,-0.002174,-0.002174,-0.002174,-0.002174,-0.002174,-0.002174,-0.002174,-0.002174,-0.002174,-0.002174,-0.002174,-0.002174,-0.006522,-0.006522,-0.006522,-0.01087,0.019821
-0.4413,-0.4413,-0.4413,-0.4413,-0.4413,-0.4413,-0.43696,-0.42826,-0.44979,-0.46457,-0.4587,-0.4587,-0.4587,-0.4587,-0.4587,-0.4587,-0.4587,-0.4587,-0.4587,-0.4587,-0.4587,-0.4587,-0.4587,-0.4587,-0.4587,-0.4587,-0.4587,-0.4587,-0.4587,-0.4587,-0.4587,-0.4587,-0.4587,-0.4587,-0.4587,-0.4587,-0.4587,-0.4587,-0.4587,-0.42428,-0.39565,-0.40624,-0.40652,-0.40652,-0.40652,-0.40652,-0.42348,-0.36375,-0.30717,-0.3723,-0.37174,-0.37174,-0.36769,-0.36739,-0.36739,-0.33874,-0.36749,-0.35056,-0.35,-0.35
0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304,0.86304
-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.11358,-0.11522,-0.11443,-0.10686,-0.1005,-0.093478,-0.093478,-0.093478,-0.093478,-0.093478,-0.093478,-0.093478,-0.093478,-0.093478,-0.093478,-0.10217,-0.10279,-0.11087,-0.11087,-0.11087,-0.11087,-0.11087,-0.11087,-0.10864,-0.10652,-0.10652,-0.10652,-0.10652,-0.10652,-0.10652,-0.10652,-0.10652,-0.10652,-0.10652,-0.10652,-0.10652,-0.10652,-0.10652
0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.49661,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.52174,0.5262,0.53043,0.52609,0.52609,0.52609,0.52609,0.52609,0.52609,0.52609,0.52609,0.52609,0.52609,0.52609,0.52609,0.52609
0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.33369,0.33109,0.20385,0.14424,0.13287,0.10333,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.12609,0.12609,0.12609,0.12609,0.12609,0.12609,0.12609,0.12609,0.12609,0.12609,0.12609
