sample_15000ms,sample_15500ms,sample_16000ms,sample_16500ms,sample_17000ms,sample_17500ms,sample_18000ms,sample_18500ms,sample_19000ms,sample_19500ms,sample_20000ms,sample_20500ms,sample_21000ms,sample_21500ms,sample_22000ms,sample_22500ms,sample_23000ms,sample_23500ms,sample_24000ms,sample_24500ms,sample_25000ms,sample_25500ms,sample_26000ms,sample_26500ms,sample_27000ms,sample_27500ms,sample_28000ms,sample_28500ms,sample_29000ms,sample_29500ms,sample_30000ms,sample_30500ms,sample_31000ms,sample_31500ms,sample_32000ms,sample_32500ms,sample_33000ms,sample_33500ms,sample_34000ms,sample_34500ms,sample_35000ms,sample_35500ms,sample_36000ms,sample_36500ms,sample_37000ms,sample_37500ms,sample_38000ms,sample_38500ms,sample_39000ms,sample_39500ms,sample_40000ms,sample_40500ms,sample_41000ms,sample_41500ms,sample_42000ms,sample_42500ms,sample_43000ms,sample_43500ms,sample_44000ms,sample_44500ms
-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087,-0.31087
0.29633,0.29633,0.29633,0.29633,0.29633,0.29633,0.29633,0.29633,0.29633,0.29633,0.29633,0.29633,0.29633,0.29633,0.29633,0.29633,0.29633,0.29633,0.29633,0.29633,0.29633,0.2824,0.2112,0.19637,0.19637,0.19297,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202,0.19202
-0.01087,-0.01087,-0.01087,-0.01087,-0.01087,-0.01087,-0.01087,-0.014839,-0.043887,-0.070817,-0.11675,-0.15248,-0.17734,-0.20468,-0.23672,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25389,-0.2885,-0.30652,-0.30652,-0.30652,-0.30652,-0.30652,-0.30652,-0.30652,-0.30652,-0.30652,-0.30652,-0.30652,-0.30652,-0.30652,-0.30652,-0.30652,-0.30652,-0.30652,-0.30652,-0.30652,-0.30652,-0.30652,-0.30652,-0.30652,-0.30652,-0.30652
-0.76739,-0.76739,-0.76739,-0.76739,-0.76739,-0.76739,-0.76739,-0.76739,-0.76739,-0.76481,-0.60473,-0.43685,-0.41957,-0.41957,-0.41957,-0.41957,-0.43696,-0.43696,-0.43696,-0.51059,-0.63112,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65
-0.05,-0.050525,-0.054348,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696,-0.058696
-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217,-0.95217
0.12293,0.14035,0.08328,-0.031768,-0.14885,-0.26313,-0.34594,-0.35643,-0.25386,-0.24157,-0.32235,-0.42889,-0.35602,-0.31392,-0.27852,-0.26001,-0.19248,-0.18396,-0.2636,-0.34557,-0.42782,-0.48815,-0.48078,-0.44868,-0.45503,-0.37382,-0.33103,-0.34077,-0.26063,-0.23924,-0.17622,-0.1742,-0.17439,-0.10261,-0.066548,-0.041747,0.042859,0.0019984,0.076042,0.070161,0.099821,0.074756,0.14339,0.1878,0.21057,0.2138,0.23621,0.072963,0.1218,0.12553,0.2142,0.26482,0.2445,0.23208,0.24406,0.24311,0.25923,0.23717,0.17695,0.34382
-0.70217,-0.70217,-0.70217,-0.70217,-0.70217,-0.70217,-0.70217,-0.70254,-0.76657,-0.81888,-0.81956,-0.82826,-0.82826,-0.82826,-0.82826,-0.82826,-0.82826,-0.82826,-0.82826,-0.82826,-0.82826,-0.82826,-0.82826,-0.82826,-0.85938,-0.90829,-0.91087,-0.91087,-0.91087,-0.91087,-0.91087,-0.93871,-0.98341,-0.98913,-0.98913,-0.98913,-0.98913,-0.98913,-0.98913,-0.98913,-0.98913,-0.99215,-0.98913,-0.97874,-0.97609,-0.97609,-0.97609,-0.97174,-0.9587,-0.9587,-0.9587,-0.9587,-0.9587,-0.94964,-0.94565,-0.94565,-0.94565,-0.94565,-0.94266,-0.85
0.51087,0.51087,-0.37211,-0.63722,-0.58711,-0.55435,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174
-0.18506,-0.19697,-0.23988,-0.24153,-0.26759,-0.26759,-0.26759,-0.26759,-0.26759,-0.26759,-0.26759,-0.26759,-0.26759,-0.26759,-0.26759,-0.26759,-0.26759,-0.26759,-0.26759,-0.26759,-0.26759,-0.26759,-0.26759,-0.26759,-0.26759,-0.26759,-0.26759,-0.21879,-0.14596,-0.13693,-0.10686,-0.10686,-0.10686,-0.097,-0.064414,-0.043889,-0.037359,-0.037359,-0.037359,-0.037359,-0.01654,0.0022921,0.015295,0.019619,0.033142,0.040834,0.040834,0.040834,0.040834,0.040834,0.040834,0.040834,0.040834,0.040834,0.045156,0.058164,0.05821,0.05821,0.05821,0.05821
