WorkerId,sample_15000ms,sample_15500ms,sample_16000ms,sample_16500ms,sample_17000ms,sample_17500ms,sample_18000ms,sample_18500ms,sample_19000ms,sample_19500ms,sample_20000ms,sample_20500ms,sample_21000ms,sample_21500ms,sample_22000ms,sample_22500ms,sample_23000ms,sample_23500ms,sample_24000ms,sample_24500ms,sample_25000ms,sample_25500ms,sample_26000ms,sample_26500ms,sample_27000ms,sample_27500ms,sample_28000ms,sample_28500ms,sample_29000ms,sample_29500ms,sample_30000ms,sample_30500ms,sample_31000ms,sample_31500ms,sample_32000ms,sample_32500ms,sample_33000ms,sample_33500ms,sample_34000ms,sample_34500ms,sample_35000ms,sample_35500ms,sample_36000ms,sample_36500ms,sample_37000ms,sample_37500ms,sample_38000ms,sample_38500ms,sample_39000ms,sample_39500ms,sample_40000ms,sample_40500ms,sample_41000ms,sample_41500ms,sample_42000ms,sample_42500ms,sample_43000ms,sample_43500ms,sample_44000ms,sample_44500ms
eca1130f44cd2e17645e40a0fa2ef59b,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.15,-0.15,-0.15,-0.15,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.17,-0.17,-0.17,-0.17,-0.19,-0.23,-0.27,-0.28,-0.28,-0.28,-0.28,-0.28,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29
5862049dbaad1750964d91a98930832f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.10,-0.21,-0.21,-0.25,-0.32,-0.32,-0.32,-0.32,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.40,-0.39,-0.39,-0.42,-0.41,-0.39,-0.39,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40
78b5e9744073532cc376976b5fc6b2fc,0.61,0.60,0.60,0.60,0.60,0.60,0.60,0.58,0.26,0.10,-0.10,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.05,-0.18,-0.41,-0.41,-0.41,-0.40,-0.37,-0.37,-0.37,-0.32,-0.34,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36
623681f76a3eab5d9c86fbc0e1ca264b,0.16,0.15,0.13,0.11,0.10,0.10,0.13,0.11,-0.02,-0.14,-0.11,0.00,0.13,0.12,0.02,-0.05,-0.08,0.03,0.11,0.13,0.14,0.15,0.18,0.17,0.17,0.13,0.07,0.08,0.12,0.04,-0.09,-0.14,-0.15,-0.16,-0.06,0.04,0.08,0.12,0.14,-0.02,-0.09,-0.07,-0.02,0.05,0.22,0.31,0.38,0.42,0.38,0.32,0.28,0.28,0.30,0.35,0.40,0.42,0.44,0.44,0.41,0.43
a30d244141cb2f51e0803e79bc4bd147,0.71,0.71,0.71,0.71,0.71,0.67,0.59,0.59,0.60,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
883449004b1bf2a07a284f59ddae1fd7,-0.39,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.38,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.25,-0.24,-0.20,-0.10,0.01,0.01,0.01,0.01,-0.00,-0.01,-0.02,-0.03,-0.04,-0.04,-0.05,-0.06
eca1130f44cd2e17645e40a0fa2ef59b,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.15,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.17,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.11,-0.15,-0.20,-0.22,-0.21,-0.20,-0.21,-0.23,-0.21,-0.20,-0.22,-0.22,-0.22,-0.22
1eb9e2c62709ff203b2d9a558abc0937,-0.13,-0.10,-0.09,-0.09,-0.07,-0.05,-0.09,-0.28,-0.78,-1.00,-0.81,-0.69,-0.59,-0.50,-0.51,-0.51,-0.47,-0.48,-0.43,-0.39,-0.33,-0.33,-0.27,-0.27,-0.28,-0.31,-0.32,-0.39,-0.50,-0.79,-0.74,-0.67,-0.60,-0.49,-0.53,-0.55,-0.59,-0.62,-0.67,-0.69,-0.63,-0.61,-0.61,-0.69,-0.39,-0.02,0.20,0.24,0.30,0.30,0.30,0.29,0.28,0.30,0.30,0.19,0.23,0.33,0.33,0.33
bb50b45a1874ede476874bd57e4cabb4,-0.38,-0.30,-0.25,-0.42,-0.34,-0.29,-0.63,-0.95,-0.95,-0.95,-0.50,-0.44,-0.53,-0.41,-0.30,-0.25,-0.24,-0.27,-0.28,-0.20,-0.35,-0.22,-0.13,-0.09,-0.19,0.04,-0.16,-0.66,-0.96,-0.99,-0.89,-0.93,-0.51,-0.56,-0.64,-0.72,-0.74,-0.50,-0.40,-0.36,-0.33,-0.26,-0.31,-0.39,-0.25,0.12,0.14,0.18,0.26,0.27,0.18,0.02,-0.12,-0.02,0.25,0.22,0.29,0.25,0.22,0.27
607f6e34a0b5923333f6b16d3a59cc98,0.28,0.32,0.30,0.17,0.07,0.05,0.05,0.05,0.05,0.05,0.11,0.23,0.29,0.19,0.24,0.27,0.25,0.22,0.17,0.15,0.16,0.16,0.30,0.36,0.38,0.29,0.16,0.10,0.07,0.06,0.06,0.06,0.06,0.06,0.08,0.13,0.13,0.14,0.18,0.19,0.19,0.19,0.21,0.23,0.39,0.51,0.64,0.72,0.73,0.66,0.62,0.60,0.62,0.66,0.68,0.69,0.72,0.61,0.49,0.40
