WorkerId,sample_15000ms,sample_15500ms,sample_16000ms,sample_16500ms,sample_17000ms,sample_17500ms,sample_18000ms,sample_18500ms,sample_19000ms,sample_19500ms,sample_20000ms,sample_20500ms,sample_21000ms,sample_21500ms,sample_22000ms,sample_22500ms,sample_23000ms,sample_23500ms,sample_24000ms,sample_24500ms,sample_25000ms,sample_25500ms,sample_26000ms,sample_26500ms,sample_27000ms,sample_27500ms,sample_28000ms,sample_28500ms,sample_29000ms,sample_29500ms,sample_30000ms,sample_30500ms,sample_31000ms,sample_31500ms,sample_32000ms,sample_32500ms,sample_33000ms,sample_33500ms,sample_34000ms,sample_34500ms,sample_35000ms,sample_35500ms,sample_36000ms,sample_36500ms,sample_37000ms,sample_37500ms,sample_38000ms,sample_38500ms,sample_39000ms,sample_39500ms,sample_40000ms,sample_40500ms,sample_41000ms,sample_41500ms,sample_42000ms,sample_42500ms,sample_43000ms,sample_43500ms,sample_44000ms,sample_44500ms
ed7ed76453bd846859f5e6b9149df276,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.56,0.57,0.58,0.58,0.58,0.58,0.58,0.58,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
3ca50399775f0540bd002cb0d6f54a3d,0.58,0.57,0.56,0.56,0.55,0.54,0.53,0.53,0.53,0.53,0.53,0.51,0.47,0.45,0.42,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.40,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.38,0.38,0.39,0.39,0.40,0.40,0.41,0.41,0.41,0.40,0.40
4c7a94e0937450ef406135849493ab99,0.59,0.60,0.61,0.62,0.63,0.65,0.65,0.66,0.66,0.67,0.67,0.61,0.59,0.53,0.50,0.48,0.45,0.42,0.39,0.39,0.39,0.37,0.36,0.37,0.38,0.39,0.39,0.39,0.40,0.42,0.43,0.43,0.44,0.45,0.45,0.44,0.44,0.44,0.43,0.42,0.41,0.43,0.46,0.48,0.51,0.54,0.56,0.56,0.57,0.55,0.52,0.50,0.49,0.49,0.49,0.51,0.53,0.55,0.55,0.55
4c2037269ef8fd0a3349e6b54dd1bb1f,0.32,0.32,0.35,0.35,0.35,0.35,0.35,0.35,0.39,0.41,0.42,0.43,0.42,0.42,0.41,0.41,0.41,0.41,0.41,0.42,0.42,0.41,0.41,0.41,0.42,0.44,0.45,0.46,0.46,0.46,0.46,0.46,0.51,0.49,0.48,0.47,0.45,0.45,0.45,0.45,0.45,0.45,0.46,0.48,0.48,0.48,0.49,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.51,0.51,0.51,0.51,0.51,0.51
7cecbffe1da5ae974952db6c13695afe,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,-0.14,-0.19,-0.19,-0.17,-0.22,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26
de2b2c35312ac2f0a8510743742c0219,0.82,0.82,0.84,0.88,0.87,0.88,0.89,0.88,0.87,0.88,0.90,0.89,0.87,0.89,0.89,0.88,0.91,0.91,0.89,0.90,0.88,0.87,0.87,0.88,0.87,0.87,0.89,0.88,0.90,0.91,0.91,0.90,0.91,0.91,0.92,0.90,0.91,0.91,0.91,0.90,0.93,0.96,0.96,0.94,0.94,0.95,0.95,0.96,0.95,0.95,0.96,0.98,0.99,0.95,0.95,0.95,0.93,0.93,0.94,0.94
b09a5957e5d5e47e556d203529a0ae6d,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.67,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.63,0.61,0.60,0.55,0.48,0.45,0.48,0.49,0.50,0.49,0.45,0.41,0.39,0.40,0.39,0.38,0.39,0.42,0.43,0.43,0.44,0.46,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.47,0.47,0.47
eca1130f44cd2e17645e40a0fa2ef59b,0.41,0.43,0.44,0.45,0.44,0.43,0.41,0.40,0.40,0.40,0.41,0.41,0.41,0.43,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.46,0.46,0.46,0.46,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.46,0.46,0.45,0.49,0.51,0.51,0.52,0.51,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.51,0.52,0.53,0.53
a30d244141cb2f51e0803e79bc4bd147,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
accbf566ae920d6260d28454e1ee0d6a,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.47,0.52,0.54,0.50,0.52,0.53,0.51,0.52,0.52,0.52,0.52,0.49,0.50,0.50,0.50,0.50,0.53,0.57
