WorkerId,sample_15000ms,sample_15500ms,sample_16000ms,sample_16500ms,sample_17000ms,sample_17500ms,sample_18000ms,sample_18500ms,sample_19000ms,sample_19500ms,sample_20000ms,sample_20500ms,sample_21000ms,sample_21500ms,sample_22000ms,sample_22500ms,sample_23000ms,sample_23500ms,sample_24000ms,sample_24500ms,sample_25000ms,sample_25500ms,sample_26000ms,sample_26500ms,sample_27000ms,sample_27500ms,sample_28000ms,sample_28500ms,sample_29000ms,sample_29500ms,sample_30000ms,sample_30500ms,sample_31000ms,sample_31500ms,sample_32000ms,sample_32500ms,sample_33000ms,sample_33500ms,sample_34000ms,sample_34500ms,sample_35000ms,sample_35500ms,sample_36000ms,sample_36500ms,sample_37000ms,sample_37500ms,sample_38000ms,sample_38500ms,sample_39000ms,sample_39500ms,sample_40000ms,sample_40500ms,sample_41000ms,sample_41500ms,sample_42000ms,sample_42500ms,sample_43000ms,sample_43500ms,sample_44000ms,sample_44500ms
ed7ed76453bd846859f5e6b9149df276,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58
3ca50399775f0540bd002cb0d6f54a3d,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.30,-0.34,-0.51,-0.58,-0.61,-0.61,-0.61,-0.61,-0.61,-0.58,-0.69,-0.70,-0.68,-0.65,-0.65,-0.70,-0.70,-0.72,-0.73,-0.76,-0.76,-0.76,-0.76,-0.76,-0.76,-0.76,-0.76,-0.76,-0.78,-0.79,-0.79,-0.80,-0.80,-0.80,-0.80,-0.78,-0.78,-0.78,-0.77,-0.76,-0.76,-0.75,-0.73,-0.73,-0.73,-0.71,-0.72,-0.73,-0.72,-0.72
4c7a94e0937450ef406135849493ab99,0.44,0.45,0.46,0.50,0.51,0.52,0.53,0.54,0.55,0.55,0.55,0.54,0.54,0.53,0.52,0.51,0.50,0.49,0.48,0.46,0.46,0.44,0.43,0.43,0.41,0.41,0.41,0.39,0.38,0.38,0.38,0.39,0.39,0.40,0.40,0.39,0.39,0.40,0.41,0.41,0.41,0.43,0.44,0.45,0.48,0.48,0.49,0.49,0.50,0.51,0.51,0.52,0.52,0.53,0.54,0.54,0.54,0.54,0.56,0.58
4c2037269ef8fd0a3349e6b54dd1bb1f,0.11,0.11,0.12,0.14,0.14,0.16,0.17,0.17,0.18,0.21,0.21,0.21,0.14,0.09,0.05,0.04,-0.00,-0.02,-0.04,-0.05,-0.06,-0.07,-0.04,-0.02,0.02,0.04,0.06,0.08,0.09,0.09,0.11,0.11,0.12,0.13,0.12,0.09,0.06,-0.05,-0.17,-0.28,-0.29,-0.30,-0.31,-0.29,-0.28,-0.28,-0.28,-0.28,-0.29,-0.29,-0.28,-0.26,-0.25,-0.24,-0.23,-0.22,-0.21,-0.20,-0.19,-0.20
7cecbffe1da5ae974952db6c13695afe,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69
de2b2c35312ac2f0a8510743742c0219,0.70,0.68,0.68,0.71,0.69,0.73,0.73,0.75,0.75,0.79,0.77,0.78,0.76,0.76,0.73,0.76,0.78,0.78,0.75,0.77,0.77,0.77,0.74,0.75,0.77,0.76,0.75,0.76,0.76,0.78,0.79,0.76,0.79,0.78,0.77,0.76,0.78,0.77,0.77,0.79,0.76,0.76,0.82,0.84,0.85,0.83,0.83,0.83,0.85,0.85,0.85,0.88,0.88,0.84,0.87,0.88,0.87,0.85,0.84,0.86
b09a5957e5d5e47e556d203529a0ae6d,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.11,-0.13,-0.19,-0.21,-0.21,-0.21,-0.27,-0.31,-0.36,-0.41,-0.41,-0.43,-0.43,-0.43,-0.42,-0.42,-0.42,-0.41,-0.41,-0.41,-0.38,-0.40,-0.43,-0.43,-0.43,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.47,-0.49,-0.52,-0.52,-0.52,-0.52,-0.55,-0.57,-0.59,-0.59,-0.58,-0.56,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55
eca1130f44cd2e17645e40a0fa2ef59b,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.20,0.20
a30d244141cb2f51e0803e79bc4bd147,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73
accbf566ae920d6260d28454e1ee0d6a,0.41,0.42,0.44,0.45,0.45,0.47,0.51,0.51,0.50,0.52,0.55,0.55,0.56,0.59,0.62,0.62,0.62,0.62,0.61,0.60,0.60,0.60,0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.65,0.63,0.60,0.54,0.54,0.54,0.49,0.45,0.44,0.44,0.45,0.45,0.43,0.42,0.43,0.44,0.42,0.41,0.44,0.44,0.42,0.37,0.35,0.33,0.31,0.29,0.27,0.26,0.25,0.12,0.06
