sample_15000ms,sample_15500ms,sample_16000ms,sample_16500ms,sample_17000ms,sample_17500ms,sample_18000ms,sample_18500ms,sample_19000ms,sample_19500ms,sample_20000ms,sample_20500ms,sample_21000ms,sample_21500ms,sample_22000ms,sample_22500ms,sample_23000ms,sample_23500ms,sample_24000ms,sample_24500ms,sample_25000ms,sample_25500ms,sample_26000ms,sample_26500ms,sample_27000ms,sample_27500ms,sample_28000ms,sample_28500ms,sample_29000ms,sample_29500ms,sample_30000ms,sample_30500ms,sample_31000ms,sample_31500ms,sample_32000ms,sample_32500ms,sample_33000ms,sample_33500ms,sample_34000ms,sample_34500ms,sample_35000ms,sample_35500ms,sample_36000ms,sample_36500ms,sample_37000ms,sample_37500ms,sample_38000ms,sample_38500ms,sample_39000ms,sample_39500ms,sample_40000ms,sample_40500ms,sample_41000ms,sample_41500ms,sample_42000ms,sample_42500ms,sample_43000ms,sample_43500ms,sample_44000ms,sample_44500ms
0.5087,0.5087,0.5087,0.5087,0.52174,0.52174,0.52542,0.52972,0.53405,0.53478,0.53913,0.5549,0.55968,0.56087,0.56087,0.56705,0.56956,0.56956,0.56956,0.56956,0.56956,0.56956,0.56956,0.57391,0.57826,0.58964,0.5913,0.59565,0.60697,0.60621,0.50069,0.38751,0.31046,0.26433,0.19762,0.16097,0.14783,0.15428,0.16682,0.21943,0.22609,0.22609,0.22609,0.23044,0.23044,0.23044,0.23189,0.23913,0.23913,0.24464,0.24783,0.24783,0.24783,0.24783,0.24783,0.25252,0.31523,0.37391,0.37391,0.37391
0.2587,0.2587,0.2587,0.2587,0.26133,0.28388,0.29503,0.31056,0.31087,0.31087,0.31087,0.31133,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31801,0.32391,0.32391,0.32391,0.32391,0.32391,0.32391,0.32391,0.32391,0.32391,0.32391,0.32391,0.32391,0.32391,0.32391,0.32391,0.32391,0.32391,0.32391,0.32391,0.32391,0.32391,0.32391,0.32391,0.32391,0.32391,0.32391,0.32159,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.32391,0.32391,0.32391
0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478
0.60128,0.60206,0.62029,0.631,0.62955,0.65663,0.68552,0.68703,0.63274,0.57298,0.58241,0.57061,0.4988,0.47262,0.44286,0.42738,0.42288,0.46481,0.4021,0.36314,0.36927,0.42552,0.47354,0.52494,0.55579,0.58871,0.61871,0.54524,0.49828,0.4431,0.40799,0.36403,0.31651,0.29081,0.27776,0.22636,0.20874,0.17363,0.1345,0.10882,0.095835,0.064878,0.043381,0.040773,0.083344,0.13553,0.1749,0.22683,0.25305,0.27456,0.28775,0.31417,0.3575,0.39649,0.43446,0.47417,0.51358,0.55206,0.58748,0.65196
0.15,0.15435,0.15435,0.15435,0.15435,0.15435,0.15435,0.15435,0.15435,0.15435,0.15435,0.15414,0.1428,0.13431,0.13261,0.13261,0.13261,0.13261,0.13261,0.13261,0.13261,0.13261,0.13261,0.13261,0.13261,0.13261,0.13261,0.13261,0.13261,0.13261,0.12826,0.12826,0.12348,0.11024,0.10652,0.10652,0.10441,0.10217,0.10217,0.10217,0.10217,0.10217,0.10217,0.10217,0.10217,0.10217,0.10217,0.10217,0.10217,0.10217,0.10217,0.10217,0.10217,0.10217,0.10217,0.10217,0.10217,0.10217,0.10217,0.10217
0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261,0.38261
1,1,1,1,1,1,1,1,1,0.96847,0.9296,0.92174,0.92174,0.93913,0.95263,0.96087,0.96087,0.97952,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261,0.98261
0.37391,0.37391,0.37391,0.37391,0.42591,0.49233,0.53718,0.58979,0.60753,0.6087,0.54621,0.47084,0.44148,0.42512,0.41539,0.39837,0.3927,0.38531,0.3753,0.37391,0.36956,0.36247,0.36087,0.36087,0.4265,0.48534,0.51304,0.5297,0.54613,0.5451,0.44958,0.4034,0.38153,0.35726,0.34951,0.34348,0.33829,0.33478,0.33043,0.31739,0.31739,0.30435,0.30435,0.34517,0.43068,0.47345,0.49748,0.5252,0.53435,0.42525,0.39731,0.37654,0.34868,0.33043,0.3605,0.36206,0.34783,0.34489,0.33913,0.33913
0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565
0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55
