sample_15000ms,sample_15500ms,sample_16000ms,sample_16500ms,sample_17000ms,sample_17500ms,sample_18000ms,sample_18500ms,sample_19000ms,sample_19500ms,sample_20000ms,sample_20500ms,sample_21000ms,sample_21500ms,sample_22000ms,sample_22500ms,sample_23000ms,sample_23500ms,sample_24000ms,sample_24500ms,sample_25000ms,sample_25500ms,sample_26000ms,sample_26500ms,sample_27000ms,sample_27500ms,sample_28000ms,sample_28500ms,sample_29000ms,sample_29500ms,sample_30000ms,sample_30500ms,sample_31000ms,sample_31500ms,sample_32000ms,sample_32500ms,sample_33000ms,sample_33500ms,sample_34000ms,sample_34500ms,sample_35000ms,sample_35500ms,sample_36000ms,sample_36500ms,sample_37000ms,sample_37500ms,sample_38000ms,sample_38500ms,sample_39000ms,sample_39500ms,sample_40000ms,sample_40500ms,sample_41000ms,sample_41500ms,sample_42000ms,sample_42500ms,sample_43000ms,sample_43500ms,sample_44000ms,sample_44500ms
-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652,-0.045652
-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391,-0.12391
0.22174,0.22174,0.22174,0.22174,0.22174,0.22174,0.21763,0.17923,0.12271,0.064607,0.017391,-0.042295,-0.079803,-0.090991,-0.12111,-0.12174,-0.1016,-0.13687,-0.13913,-0.14298,-0.14348,-0.14348,-0.14348,-0.12452,-0.11304,-0.11304,-0.11304,-0.11304,-0.11304,-0.11304,-0.11304,-0.11304,-0.11304,-0.11304,-0.11304,-0.12059,-0.12929,-0.15099,-0.15217,-0.047826,-0.021739,0.0080525,0.008696,0.008696,0.008696,-0.055835,-0.11739,-0.20256,-0.23843,-0.25437,-0.26957,-0.28245,-0.2913,-0.2913,-0.2913,-0.30314,-0.31304,-0.31304,-0.31304,-0.31304
-0.41522,-0.41522,-0.41522,-0.41522,-0.41522,-0.41522,-0.41522,-0.41522,-0.41522,-0.33261,-0.35063,-0.43261,-0.43261,-0.43261,-0.43261,-0.43261,-0.44816,-0.48429,-0.50603,-0.52334,-0.53889,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.5413,-0.5413,-0.55236,-0.55435,-0.5587,-0.5587,-0.5587,-0.5587,-0.56483,-0.62535,-0.63261,-0.63261,-0.63433,-0.65,-0.65164,-0.65435,-0.65435,-0.65435,-0.66416,-0.68046,-0.69348,-0.69348,-0.69348
0.53074,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,0.53696,-0.06092,-0.36805,-0.45,-0.39862,-0.12826,-0.42802,-0.43635,-0.39348,-0.39348,-0.39348,-0.39348
0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
-0.2413,-0.23662,-0.25253,-0.26173,-0.23505,-0.18484,-0.18617,-0.2376,-0.23706,-0.20677,-0.18145,-0.18854,-0.2064,-0.22225,-0.24526,-0.26571,-0.24565,-0.23864,-0.25428,-0.17676,-0.23337,-0.25278,-0.2522,-0.26858,-0.28382,-0.26982,-0.25726,-0.26259,-0.26891,-0.28734,-0.29075,-0.29348,-0.29348,-0.29348,-0.29348,-0.28967,-0.26236,-0.22814,-0.21685,-0.19427,-0.19167,-0.24054,-0.31173,-0.35028,-0.36304,-0.36724,-0.39948,-0.41216,-0.41328,-0.41474,-0.424,-0.46711,-0.45045,-0.45294,-0.43041,-0.4496,-0.45,-0.45,-0.43027,-0.43696
-0.31304,-0.31304,-0.31304,-0.30499,-0.30435,-0.30435,-0.30435,-0.30435,-0.3087,-0.31254,-0.32989,-0.33043,-0.33043,-0.33043,-0.33043,-0.33043,-0.31977,-0.31739,-0.31739,-0.31739,-0.31739,-0.31739,-0.31739,-0.31739,-0.31739,-0.31739,-0.31739,-0.31739,-0.31739,-0.31739,-0.31739,-0.31739,-0.32365,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.33213,-0.33781,-0.33913,-0.35078,-0.35217,-0.35217,-0.35217,-0.35652,-0.34066,-0.316,-0.31304,-0.31304,-0.31304,-0.31304,-0.31304,-0.31304,-0.31304,-0.31304,-0.31304,-0.31304,-0.29942,-0.27601
0.13696,0.1413,0.1413,0.1413,0.1413,0.1413,0.1413,0.1413,0.1413,0.1413,0.1413,0.1413,0.1413,0.1413,0.1413,0.146,0.1587,0.16739,0.16739,0.16739,0.16664,0.14565,0.14589,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15435,0.15435,0.15435,0.15435,0.15435,0.15435,0.15435,0.15435,0.15435,0.15435,0.15435,0.15435,0.15435,0.15435,0.15435,0.15435,0.15435,0.15435,0.15435,0.15435,0.15435,0.15435,0.15435,0.15007,0.10696,0.10652,0.10217,0.11074
0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,0.05821,-0.044638,-0.050391,-0.050391,-0.050391,-0.050391,-0.050391,-0.050391,-0.050391,-0.050391
