sample_15000ms,sample_15500ms,sample_16000ms,sample_16500ms,sample_17000ms,sample_17500ms,sample_18000ms,sample_18500ms,sample_19000ms,sample_19500ms,sample_20000ms,sample_20500ms,sample_21000ms,sample_21500ms,sample_22000ms,sample_22500ms,sample_23000ms,sample_23500ms,sample_24000ms,sample_24500ms,sample_25000ms,sample_25500ms,sample_26000ms,sample_26500ms,sample_27000ms,sample_27500ms,sample_28000ms,sample_28500ms,sample_29000ms,sample_29500ms,sample_30000ms,sample_30500ms,sample_31000ms,sample_31500ms,sample_32000ms,sample_32500ms,sample_33000ms,sample_33500ms,sample_34000ms,sample_34500ms,sample_35000ms,sample_35500ms,sample_36000ms,sample_36500ms,sample_37000ms,sample_37500ms,sample_38000ms,sample_38500ms,sample_39000ms,sample_39500ms,sample_40000ms,sample_40500ms,sample_41000ms,sample_41500ms,sample_42000ms,sample_42500ms,sample_43000ms,sample_43500ms,sample_44000ms,sample_44500ms
0.026551,0.032609,0.032609,0.032609,0.032609,0.032609,0.038352,0.041304,0.045185,0.045652,0.045652,0.045652,0.045652,0.045652,0.045652,0.045652,0.045652,0.045652,0.045652,0.045652,0.045652,0.045652,0.045652,0.045652,0.045652,0.045652,0.045652,0.045652,0.045652,0.043947,0.03541,0.028261,0.031518,0.036957,0.038349,0.041304,0.041304,0.041304,0.041304,0.042386,0.050761,0.082444,0.097036,0.11431,0.11879,0.11103,0.10652,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826
0.006082,0.006082,0.04834,0.10165,0.10165,0.10165,0.10165,0.092823,0.098701,0.11164,0.11903,0.11903,0.11903,0.11903,0.11903,0.11903,0.11903,0.11903,0.11903,0.11903,0.11903,0.11903,0.12772,0.1364,0.14075,0.14075,0.17522,0.22328,0.22852,0.24066,0.24783,0.25891,0.26469,0.28553,0.30871,0.33188,0.34057,0.34057,0.34057,0.34057,0.34057,0.34057,0.34085,0.38448,0.4103,0.41921,0.42767,0.4318,0.44082,0.46246,0.48827,0.49257,0.49262,0.49694,0.5013,0.50999,0.48008,0.47139,0.45845,0.45352
0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41802,0.42391,0.42391,0.42391,0.42391,0.42391,0.42391,0.4341,0.498,0.56404,0.58246,0.58478,0.58057,0.52174,0.49669,0.49348,0.50248,0.52391,0.52391,0.52391,0.53494,0.53165,0.57222,0.58913,0.58913,0.59348,0.59348,0.6023,0.61087,0.61087,0.61087,0.61087,0.61087,0.62254,0.62826,0.62826,0.60687,0.57086,0.53763,0.50888,0.47523,0.44589,0.41573,0.39837,0.38234,0.3723,0.39422,0.46021,0.47744,0.51364,0.53782,0.55875,0.56739,0.56739
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.32609,-0.256,-0.05105,-0.014546,-0.047518,-0.06087,-0.06087,-0.06087,-0.06087,-0.06087,-0.06087,-0.06087,-0.06087,-0.06087,-0.06087,-0.06087
0.61739,0.61739,0.5396,0.53913,0.53913,0.53913,0.52251,0.52174,0.52174,0.52174,0.55383,0.56441,0.61948,0.63043,0.63043,0.63043,0.63043,0.63478,0.64348,0.64348,0.64348,0.64348,0.64348,0.64348,0.62243,0.60525,0.59225,0.55846,0.62508,0.62609,0.62609,0.62609,0.62609,0.62609,0.62301,0.62174,0.62174,0.62174,0.62174,0.55975,0.53946,0.52609,0.52609,0.52609,0.52609,0.47013,0.43478,0.42706,0.42174,0.42174,0.42174,0.42174,0.42659,0.44783,0.44783,0.44783,0.44783,0.44783,0.43728,0.32009
0.18696,0.18696,0.18696,0.18696,0.18696,0.18696,0.18696,0.18456,0.13913,0.1913,0.22301,0.14783,0.17391,0.17391,0.17391,0.17391,0.17391,0.17391,0.17391,0.17391,0.17391,0.17391,0.17391,0.17391,0.19207,0.19565,0.189,0.17952,0.21304,0.21193,0.20435,0.20435,0.19891,0.16469,0.23478,0.1855,0.17391,0.27875,0.28261,0.27877,0.24783,0.24783,0.24783,0.24783,0.24783,0.24783,0.24783,0.24783,0.24431,0.30638,0.32609,0.32609,0.32609,0.29027,0.4087,0.40582,0.36522,0.36522,0.36522,0.37412
0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478,0.43478
0.72391,0.72391,0.72391,0.72391,0.72391,0.72391,0.72391,0.72391,0.72391,0.72391,0.72391,0.72391,0.72391,0.72391,0.72391,0.72391,0.72391,0.67719,0.62734,0.60217,0.60217,0.60217,0.60217,0.60217,0.67782,0.68478,0.66739,0.66304,0.61657,0.634,0.64197,0.59783,0.59783,0.59783,0.59783,0.59783,0.59783,0.59783,0.59783,0.59783,0.59783,0.59783,0.59783,0.59783,0.59783,0.59783,0.59783,0.59783,0.59783,0.59783,0.59783,0.59783,0.59783,0.59783,0.59783,0.59783,0.59783,0.59783,0.59783,0.59783
0.7755,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.77391,0.74783,0.74783,0.98018,0.90608,0.83913,0.83913,0.83913,0.83913,0.83913,0.83913,0.83913,0.83913,0.83913,0.83913,0.83913
