sample_15000ms,sample_15500ms,sample_16000ms,sample_16500ms,sample_17000ms,sample_17500ms,sample_18000ms,sample_18500ms,sample_19000ms,sample_19500ms,sample_20000ms,sample_20500ms,sample_21000ms,sample_21500ms,sample_22000ms,sample_22500ms,sample_23000ms,sample_23500ms,sample_24000ms,sample_24500ms,sample_25000ms,sample_25500ms,sample_26000ms,sample_26500ms,sample_27000ms,sample_27500ms,sample_28000ms,sample_28500ms,sample_29000ms,sample_29500ms,sample_30000ms,sample_30500ms,sample_31000ms,sample_31500ms,sample_32000ms,sample_32500ms,sample_33000ms,sample_33500ms,sample_34000ms,sample_34500ms,sample_35000ms,sample_35500ms,sample_36000ms,sample_36500ms,sample_37000ms,sample_37500ms,sample_38000ms,sample_38500ms,sample_39000ms,sample_39500ms,sample_40000ms,sample_40500ms,sample_41000ms,sample_41500ms,sample_42000ms,sample_42500ms,sample_43000ms,sample_43500ms,sample_44000ms,sample_44500ms
-0.10878,-0.10217,-0.1024,-0.12471,-0.13966,-0.12391,-0.11618,-0.097914,-0.10985,-0.076087,-0.076087,-0.076087,-0.10652,-0.10498,-0.093478,-0.093478,-0.093478,-0.093478,-0.10029,-0.11522,-0.10313,-0.099081,-0.093478,-0.097168,-0.11117,-0.1115,-0.10374,-0.099677,-0.10744,-0.1022,-0.097826,-0.093478,-0.08759,-0.085392,-0.093155,-0.071155,-0.063043,-0.071081,-0.080733,-0.077354,-0.081652,-0.097826,-0.084783,-0.089118,-0.085727,-0.080435,-0.085056,-0.096609,-0.085106,-0.083526,-0.097801,-0.10217,-0.10188,-0.097826,-0.097826,-0.091608,-0.10217,-0.10217,-0.092428,-0.08913
-0.42983,-0.43696,-0.43976,-0.44836,-0.45435,-0.46304,-0.46304,-0.46867,-0.48044,-0.50249,-0.52503,-0.51643,-0.54245,-0.54565,-0.56443,-0.59348,-0.61932,-0.63261,-0.63696,-0.63696,-0.63696,-0.64565,-0.64565,-0.65,-0.65,-0.65174,-0.66304,-0.67223,-0.6853,-0.71491,-0.74633,-0.7511,-0.78043,-0.78043,-0.78101,-0.78478,-0.78522,-0.78913,-0.80217,-0.80217,-0.80217,-0.80217,-0.80217,-0.80271,-0.80701,-0.81087,-0.81087,-0.81087,-0.81576,-0.81956,-0.82455,-0.82826,-0.82826,-0.83304,-0.83696,-0.83696,-0.83696,-0.83696,-0.83696,-0.83696
-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.15217,-0.16082,-0.17826,-0.18395,-0.2405,-0.24348,-0.24348
-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.040838,-0.024691,-0.0073045,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174
0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.32174,0.24432,0.2087,0.24685,0.24783,0.24783,0.24783,0.24472,0.24348,0.27433,0.27826,0.28127,0.28261,0.28261,0.28261,0.28261,0.28261,0.29081,0.36982,0.38953,0.3913,0.3913,0.3913,0.3913,0.3913,0.38671,0.37826,0.37826,0.37391,0.35661,0.28934,0.28261,0.27616,0.27601
-0.27609,-0.27609,-0.27609,-0.27609,-0.27609,-0.27609,-0.27609,-0.27609,-0.27609,-0.27609,-0.27609,-0.27609,-0.27609,-0.27609,-0.27609,-0.27609,-0.27609,-0.27609,-0.27609,-0.27609,-0.27609,-0.31445,-0.31956,-0.31956,-0.31956,-0.32364,-0.32391,-0.34534,-0.35835,-0.36304,-0.36304,-0.36304,-0.36304,-0.36304,-0.36304,-0.36304,-0.36304,-0.36304,-0.36304,-0.36304,-0.38858,-0.42826,-0.42826,-0.42826,-0.42826,-0.42826,-0.42826,-0.42826,-0.42826,-0.42826,-0.42826,-0.42826,-0.42826,-0.42826,-0.42826,-0.42826,-0.42826,-0.42826,-0.42826,-0.42826
0.27174,0.27174,0.27174,0.27174,0.27174,0.27174,0.27174,0.27174,0.27174,0.27174,0.10102,-0.46648,-0.55732,-0.56031,-0.51102,-0.57876,-0.58478,-0.52391,-0.52391,-0.52391,-0.52391,-0.52391,-0.52391,-0.52391,-0.52391,-0.52391,-0.52391,-0.52391,-0.52391,-0.52391,-0.52391,-0.52391,-0.35219,-0.1083,0.038048,0.29798,0.3413,0.3557,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739
-0.44162,-0.52346,-0.52391,-0.52391,-0.44172,-0.161,-0.022388,0.058008,0.18063,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.2413,0.26304,0.31956,0.31522,0.31522,0.31522,0.31522
0.013948,0.015217,0.021326,0.032609,0.032609,0.035643,0.036957,0.033896,0.032609,0.032609,0.032609,0.032609,0.032609,0.032609,0.032609,0.032609,0.032609,0.032609,0.029616,0.028261,0.028261,0.028261,0.028261,0.028261,0.028261,0.028261,0.028261,0.028261,0.028261,0.028261,0.028261,0.028261,0.028261,0.023913,0.023913,0.019565,0.019565,0.019565,0.019565,0.019565,0.026932,0.028261,0.039882,0.041304,0.041304,0.041304,0.041304,0.041304,0.041304,0.041304,0.041304,0.041304,0.041304,0.033984,0.032609,0.032609,0.032609,0.032609,0.032609,0.032609
0.24348,0.24348,0.24348,0.24348,0.24348,0.24348,0.24348,0.24348,0.24348,0.24348,0.24348,0.24348,0.24348,0.24348,0.24348,0.24348,0.24348,0.24348,0.24348,0.24348,0.24348,0.24348,0.24348,0.24348,0.24348,0.24348,0.247,0.43053,0.33043,0.33116,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478,0.33478
